bioguide_id,display_name,party,state,pc0,pc1,pc2,pc3
F000472,Scott Franklin,Republican,FL,26.759250213175694,-2.425113432911326,3.517234057560379,-4.015972180324316
D000032,Byron Donalds,Republican,FL,26.928206602665743,-11.502330752739322,0.29166608053745746,3.6190930928805076
G000593,Carlos A. Gimenez,Republican,FL,18.205962747817264,10.711791400411,-1.8264303964623823,-0.9665410569554471
S000168,Maria Elvira Salazar,Republican,FL,14.381074598137959,12.27708230678653,-3.2448165049300015,4.680433759108858
W000788,Nikema Williams,Democrat,GA,-25.961647373757437,-3.717489956443591,-5.4258460612938375,-1.9808413908673865
C001116,Andrew S. Clyde,Republican,GA,28.275026961715895,-9.27429846548897,0.4321192034322139,2.0653104990598035
H001091,Ashley Hinson,Republican,IA,16.914025569350024,14.731347550387099,-3.2303306923814437,1.7366488000494418
M001215,Mariannette Miller-Meeks,Republican,IA,18.23670047776849,10.587228762689474,-2.807151311748299,-0.4744644134085856
F000446,Randy Feenstra,Republican,IA,23.73634997101429,4.01504125895762,1.2112825206417737,-6.047207400392166
M001211,Mary E. Miller,Republican,IL,28.159293341906086,-9.26080940348967,1.2137321129576328,0.5849447474842852
M001214,Frank J. Mrvan,Democrat,IN,-22.150974478906797,2.6724298111848093,7.972540779092432,2.830061986530707
S000929,Victoria Spartz,Republican,IN,25.563718095199228,-8.32684337135736,-0.1869793284296883,4.132079906835915
M000871,Tracey Mann,Republican,KS,26.423335623553147,-2.9626422517582527,0.7640842122216571,-3.051371141603136
A000148,Jake Auchincloss,Democrat,MA,-24.49469236186962,-0.4360462429915358,1.494608736162982,-0.4041456376002588
M001136,Lisa C. McClain,Republican,MI,25.13432569347171,-0.32233123859433566,1.9301433964187529,-5.556370150958727
F000470,Michelle Fischbach,Republican,MN,27.40166177529548,-5.843025163405251,1.3153593910272225,-2.315675067484506
R000305,Deborah K. Ross,Democrat,NC,-25.27157464192955,-1.1945043894579244,0.5826286436132365,-1.4946127367384225
L000273,Teresa Leger Fernandez,Democrat,NM,-24.62959860101213,-1.8916001941060225,-0.17901912264220934,-0.3838620858029882
G000597,Andrew R. Garbarino,Republican,NY,11.627956824830328,15.82421934897418,-3.1900717091262116,5.335931203309579
M000317,Nicole Malliotakis,Republican,NY,21.1757535233561,5.109069115937839,-0.39126247746110276,-3.5205369545072287
T000486,Ritchie Torres,Democrat,NY,-23.55536390302823,0.2296512121376624,2.7848553224802988,-0.0950902592754902
B000740,Stephanie I. Bice,Republican,OK,20.0147087040071,10.346277668251266,-1.6861470033180463,-1.5751749420355932
B000668,Cliff Bentz,Republican,OR,22.985797223072773,5.956495346197512,-0.6596061856271436,-5.866863854060924
M000194,Nancy Mace,Republican,SC,18.382563106207137,-1.4096054535253988,-1.0764493791201537,8.21241802936845
H001086,Diana Harshbarger,Republican,TN,28.671612265978997,-10.12311086506595,1.3343915638238009,0.9115137151204509
F000246,Pat Fallon,Republican,TX,27.731604223379183,-6.9732637034144345,2.6940864423419955,-1.125591205031734
P000048,August Pfluger,Republican,TX,25.188703845496935,1.327911011095714,1.935485482262953,-5.361892969182107
J000304,Ronny Jackson,Republican,TX,27.69957839785155,-7.759815976233143,1.869508907400295,-0.858511438091553
N000026,Troy E. Nehls,Republican,TX,27.322720056624764,-12.224710693669522,-0.7838387184557061,5.063573796751089
V000134,Beth Van Duyne,Republican,TX,27.525206911175474,-5.790505618387843,1.8398801212875753,-2.2354127111391775
M001213,Blake D. Moore,Republican,UT,17.81339682813614,11.69229845173381,-3.2185693940901654,2.585626014012895
O000086,Burgess Owens,Republican,UT,22.853861279559677,3.180950995869816,-2.0330812983070445,0.25346161438457976
S001159,Marilyn Strickland,Democrat,WA,-24.532088969437343,0.44657368783612306,3.718227586260742,-0.44434136178022543
F000471,Scott Fitzgerald,Republican,WI,27.412139489109798,-5.3395036420034945,2.31874639609535,-3.111783920131599
T000478,Claudia Tenney,Republican,NY,24.791053590859807,1.2706636179108362,0.8451986913541254,-3.547060704007403
L000595,Julia Letlow,Republican,LA,19.816955484539722,8.436442670091683,-1.2445456317410033,0.150400850994353
C001125,Troy A. Carter,Democrat,LA,-25.524194565211275,-0.9548112816362782,-0.25858748131622783,-2.084773248373277
S001218,Melanie A. Stansbury,Democrat,NM,-25.350235352413602,-2.1852361777696423,-1.838198465514679,-1.5006170545560253
E000071,Jake Ellzey,Republican,TX,19.820652475719395,9.436147644987006,-1.5450437529797414,1.8079628391286617
B001313,Shontel M. Brown,Democrat,OH,-26.001810910388578,-1.9302288129104905,-1.5325795627828023,-2.4787066479987234
C001126,Mike Carey,Republican,OH,22.59942441420902,3.8400109901012875,-0.7528056117471412,-1.942976117159422
F000474,Mike Flood,Republican,NE,18.258140293898123,12.547946372411973,-2.8840075511505194,0.9947800553880014
F000475,Brad Finstad,Republican,MN,27.107561801090643,-4.519415608777407,1.2790575647686042,-3.4418647167521517
R000579,Patrick Ryan,Democrat,NY,-20.827969310662684,3.7457300041047694,9.145269557848835,4.058925510774074
Y000067,Rudy Yakym III,Republican,IN,24.523292177784327,2.333792704421831,0.9339654375636668,-6.8238955665145475
Z000018,Ryan K. Zinke,Republican,MT,25.120927445780598,-2.9291799793943274,0.5074193253797654,0.8414619068895658
S001220,Dale W. Strong,Republican,AL,25.280156654284955,0.9992344750667679,2.591451169404482,-6.413938452649166
C001132,Elijah Crane,Republican,AZ,28.101370195810624,-15.796920602334191,-1.9640881763958906,8.47682082929502
C001133,Juan Ciscomani,Republican,AZ,13.721148324859092,16.80061402505109,-4.4879167755664,4.995246794901987
K000401,Kevin Kiley,Independent,CA,12.98174067203658,16.67983138347567,-4.742902135559283,5.809842122440403
M001225,Kevin Mullin,Democrat,CA,-24.764460630111948,-2.8849924066942743,-0.881992992215704,-0.7219614703150263
K000400,Sydney Kamlager-Dove,Democrat,CA,-25.570180206176044,-4.201650739574817,-7.243468863586712,-1.3731566495825807
G000598,Robert Garcia,Democrat,CA,-24.797213053341803,-4.719288226397932,-5.708251195639217,-1.388706433922263
P000620,Brittany Pettersen,Democrat,CO,-23.431762713788316,2.0549863309982053,6.82846657254289,1.2121254251533942
B001314,Aaron Bean,Republican,FL,28.54246694017944,-9.100885758098864,1.6048176136955066,-0.43984359286205904
M001216,Cory Mills,Republican,FL,28.093502273834932,-10.097084062165232,1.2656446558044174,1.1491718576085974
F000476,Maxwell Frost,Democrat,FL,-26.203399321760063,-4.5398425732036225,-7.6704582701503305,-0.9441689322595184
L000596,Anna Paulina Luna,Republican,FL,24.29348934211867,-10.747563692927141,-1.6291482292539519,8.059551093261907
L000597,Laurel M. Lee,Republican,FL,20.99374192066139,6.890600359694799,-1.411958508868907,-0.5416819390497138
M001217,Jared Moskowitz,Democrat,FL,-19.26181565678774,3.4096521633114025,8.399402352175702,4.454840854101374
M001218,Richard McCormick,Republican,GA,25.818945840088787,-2.4367703610646596,1.0956961237974823,-1.1362563848357603
C001129,Mike Collins,Republican,GA,29.031949246846967,-12.007682565384096,0.21243404663127138,3.279586759700966
T000487,Jill N. Tokuda,Democrat,HI,-26.257522745333766,-3.3816282743160686,-4.971470848156822,-1.8498307095963276
N000193,Zachary Nunn,Republican,IA,15.429758208860072,12.211097688050858,-3.065884768603897,3.682066974190421
J000309,Jonathan L. Jackson,Democrat,IL,-25.441555893462606,-3.367319137703498,-4.5032010774824505,0.15296152135737934
R000617,Delia C. Ramirez,Democrat,IL,-26.091252038042846,-5.289954184262102,-10.34478434046559,-0.4510417161011118
B001315,Nikki Budzinski,Democrat,IL,-21.56088824817844,3.284559827066379,8.249227202265322,3.313271774861673
S001225,Eric Sorensen,Democrat,IL,-19.71603736679703,2.258975740827557,8.274871320161717,3.565496341731921
H001093,Erin Houchin,Republican,IN,26.964500840966636,-2.4882730617322255,3.4443653380171524,-4.008340199185199
M001220,Morgan McGarvey,Democrat,KY,-26.040564980837033,-1.4209611808307188,-0.6587811641480819,-2.245480447218573
I000058,Glenn Ivey,Democrat,MD,-25.714472303955674,-1.1181085663900376,-0.21304823516276442,-2.3138656116927123
S001221,Hillary J. Scholten,Democrat,MI,-21.682820642459177,2.546830878103881,8.073126110231524,2.617737869728311
J000307,John James,Republican,MI,15.149050725514728,14.233802294347072,-5.189992886216881,4.410473424464382
T000488,Shri Thanedar,Democrat,MI,-25.00274513089407,-0.8989055722733534,1.2202844578498924,-0.9173099896035918
A000379,Mark Alford,Republican,MO,26.851834320825034,-3.3148341115615505,2.2043186131014307,-4.029701520708249
B001316,Eric Burlison,Republican,MO,28.92965928425757,-14.100619575395497,-0.3369075658156499,7.223523858069888
E000235,Mike Ezell,Republican,MS,24.848779905704703,0.8573075513200019,1.3880448352462715,-3.4650880876700763
D000230,Donald G. Davis,Democrat,NC,-12.835454839318714,6.169363457238381,8.495699934832594,8.898640511759828
F000477,Valerie P. Foushee,Democrat,NC,-25.901922090615635,-2.4443360382836596,-3.4371206542146244,-2.5000567944315786
E000246,Chuck Edwards,Republican,NC,16.66101384512795,13.164423327725872,-4.289287496201946,4.151295612380162
K000398,"Thomas H. Kean, Jr.",Republican,NJ,10.290662729144792,17.128776371689547,-3.7184210698517934,6.708579274912232
M001226,Robert Menendez,Democrat,NJ,-25.047960709996822,-0.20259513083664865,1.8060755193865003,-1.2031885092675394
V000136,Gabe Vasquez,Democrat,NM,-20.458541625387063,3.765042376579027,8.780167329843788,3.2178886423809248
L000598,Nick LaLota,Republican,NY,13.851505338792984,13.095505962249765,-3.002127713856915,4.7079906552171655
G000599,Daniel S. Goldman,Democrat,NY,-24.235514272082153,-0.24962337888653013,0.6209934677126797,-1.3167272585035603
L000599,Michael Lawler,Republican,NY,9.553455697753188,16.46319077760881,-3.202369031640621,6.764714800746836
L000600,Nicholas A. Langworthy,Republican,NY,23.084868539285225,1.3759941723629536,-1.1900118399851574,-3.47225089621189
L000601,Greg Landsman,Democrat,OH,-19.86195515035788,3.473344572651697,8.30335037452224,3.0424932700470526
M001222,Max L. Miller,Republican,OH,20.71617584021132,5.313185570190099,-2.1560839856916916,-1.5725517115230683
S001223,Emilia Strong Sykes,Democrat,OH,-23.805530837681445,1.0782921552580649,4.044666433662162,0.5406796034914185
B001317,Josh Brecheen,Republican,OK,29.004346619090736,-14.018631287838211,-0.7381372225275866,5.911045955756307
H001094,Val T. Hoyle,Democrat,OR,-23.808395981716437,-2.086433934333331,-0.12094646726836226,1.0382808404486152
S001226,Andrea Salinas,Democrat,OR,-23.10293049873861,-0.015536393009711512,3.83951755690203,1.989383927615994
L000602,Summer L. Lee,Democrat,PA,-26.38161539844461,-6.266987671903196,-12.478743376124516,0.5095969458720719
D000530,Christopher R. Deluzio,Democrat,PA,-23.752574647852914,-1.3457941498987573,1.041681013376755,2.188415395628677
M001223,Seth Magaziner,Democrat,RI,-22.46523603110518,1.3920114954580678,4.26392552236608,1.8503500686748686
F000478,Russell Fry,Republican,SC,27.377434521151045,-7.902950455054199,0.6713729897884607,0.9667207978847908
O000175,Andrew Ogles,Republican,TN,28.681149660668467,-13.01097637563647,0.4968322771448349,4.239514332980857
M001224,Nathaniel Moran,Republican,TX,22.95262021014226,4.72518016785847,-0.14321373657603817,-0.14145384126000995
S001224,Keith Self,Republican,TX,28.609249230973916,-10.823048897524293,1.7868487698047097,2.2421860350780665
L000603,Morgan Luttrell,Republican,TX,27.55845270231786,-7.2931901991243535,1.136652666305822,1.48883669940494
D000594,Monica De La Cruz,Republican,TX,22.97374888244149,3.256507205801317,0.7949903979842281,-4.449271539926269
C001130,Jasmine Crockett,Democrat,TX,-25.07368343618549,-3.753720542562182,-3.3083602603449576,-2.204165716466867
C001131,Greg Casar,Democrat,TX,-26.058218009383882,-5.739541352182517,-10.158953373948655,-0.2740267887762885
H001095,Wesley Hunt,Republican,TX,23.24162673226923,-11.029913962235787,-0.1309771971444816,1.66404525555997
K000399,Jennifer A. Kiggans,Republican,VA,13.447069055501442,15.724062643298636,-4.030230035753388,5.452324850214135
B001318,Becca Balint,Democrat,VT,-26.049053713576512,-3.4667448329697654,-4.460878958638815,-1.7256888332255678
G000600,Marie Gluesenkamp Perez,Democrat,WA,-9.482576583523496,6.517533101875125,6.856775964662454,6.279676141481591
V000135,Derrick Van Orden,Republican,WI,20.951427495097548,5.559771300330059,-1.0647371221256472,-0.6690362006476636
H001096,Harriet M. Hageman,Republican,WY,28.774758186369272,-12.426619350042552,-0.6022522931614285,4.745692917266949
M001227,Jennifer L. McClellan,Democrat,VA,-22.533443295655957,-0.1464947437430888,-3.123390161757914,-0.9750883922198325
