component_idx,direction,vote_id,loading,question,category,date
2,neg,2024/h115,-0.07978602530922956,H.Amdt. 877 (Roy) to H.R. 7888: To require the FBI to report to Congress on a quarterly basis the number of U.S. person queries conducted and permits Congressional leadership to attend Foreign Intelligence Surveillance Court proceedings.,amendment,2024-04-12T12:32:00
2,neg,2023/h440,-0.07695286502702613,H.Amdt. 373 (Jayapal) to H.R. 4365: To prohibit the use of funds to administer the unfunded priorities list.,amendment,2023-09-27T18:21:00
2,neg,2024/h325,-0.07678425722053325,H.Amdt. 1075 (Jayapal) to H.R. 8774: To prohibit funds from being used to carry out the unfunded priorities list.,amendment,2024-06-27T16:28:00
2,neg,2023/h417,-0.0738461395168965,H.Amdt. 330 (Spartz) to H.R. 4368: To prohibit funds made available by this bill may be used to carry out commodity checkoff programs.,amendment,2023-09-27T16:58:00
2,neg,2023/h299,-0.06333194813252316,H.Amdt. 231 (Tlaib) to H.R. 2670: To strike the prohibition on the reduction of the total number of nuclear armed Intercontinental Ballistic Missiles (ICBMs) deployed in the United States in Sec. 1638.,amendment,2023-07-13T17:25:00
2,neg,2023/h335,-0.050401356145954514,"H.J.Res. 74 (118th): Relating to a national emergency declared by the President on May 16, 2012.",passage,2023-07-18T18:03:00
2,neg,2023/h336,-0.048443082901732715,"H.J.Res. 71 (118th): Relating to a national emergency declared by the President on May 22, 2003.",passage,2023-07-18T18:09:00
2,neg,2023/h337,-0.04717032722080407,"H.J.Res. 79 (118th): Relating to a national emergency declared by the President on May 11, 2004.",passage,2023-07-18T18:15:00
2,neg,2023/h334,-0.04561647754580058,"H.J.Res. 70 (118th): Relating to a national emergency declared by the President on February 25, 2011.",passage,2023-07-18T17:57:00
3,pos,2023/h335,0.1468548783673462,"H.J.Res. 74 (118th): Relating to a national emergency declared by the President on May 16, 2012.",passage,2023-07-18T18:03:00
3,pos,2023/h336,0.14443148818523852,"H.J.Res. 71 (118th): Relating to a national emergency declared by the President on May 22, 2003.",passage,2023-07-18T18:09:00
3,pos,2023/h333,0.13944773675613042,"H.J.Res. 68 (118th): Relating to a national emergency declared by the President on October 27, 2006.",passage,2023-07-18T17:51:00
3,pos,2023/h337,0.1381386382881089,"H.J.Res. 79 (118th): Relating to a national emergency declared by the President on May 11, 2004.",passage,2023-07-18T18:15:00
3,pos,2023/h334,0.13597004235440988,"H.J.Res. 70 (118th): Relating to a national emergency declared by the President on February 25, 2011.",passage,2023-07-18T17:57:00
3,pos,2023/h360,0.1323285363641316,H.Amdt. 286 (Perry) to H.R. 3935: To strike vertiport from the AIP definitions section.,amendment,2023-07-19T22:42:00
3,pos,2023/h359,0.11011681413590974,"H.Amdt. 285 (Perry) to H.R. 3935: To reduce the authorization levels in sections 101, 103, and 1111.",amendment,2023-07-19T22:38:00
3,pos,2024/h239,0.09296576114242747,H.Amdt. 934 (Greene) to H.R. 8580: To strike funding for the North Atlantic Treaty Organization Security Investment Program.,amendment,2024-06-04T16:12:00
3,pos,2023/h201,0.08811211489925268,"H.Con.Res. 30 (118th): Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove all United States Armed Forces, other than United States Armed Forces assigned to protect the United States Embassy, from Somalia.",passage,2023-04-27T16:32:00
3,pos,2023/h430,0.08780049579608909,"H.Amdt. 351 (Rosendale) to H.R. 4368: To reduce the amount appropriated in this Act by $717,000,000.",amendment,2023-09-27T17:43:00
3,pos,2023/h461,0.0858552077764673,"H.Amdt. 429 (Rosendale) to H.R. 4367: To reduce total amount appropriated by $8,722,000,000.",amendment,2023-09-28T16:45:00
3,pos,2023/h413,0.08548568505482988,H.Amdt. 312 (Perry) to H.R. 4368: To cut the Rural Business Cooperative Service Rural Business Program Account by 50% from FY23 enacted.,amendment,2023-09-27T00:30:00
3,pos,2023/h414,0.08288341809049586,H.Amdt. 315 (Biggs) to H.R. 4368: To strike funding for Food for Peace Title II Grants and directs the total to the spending reduction account.,amendment,2023-09-27T00:34:00
3,pos,2023/h415,0.08165492523695933,H.Amdt. 317 (Biggs) to H.R. 4368: To strike funding for the McGovern-Dole International Food for Education and Child Nutrition Program and directs the total to the spending reduction account.,amendment,2023-09-27T00:37:00
3,pos,2024/h303,0.08120377673268746,H.Amdt. 1039 (Gosar) to H.R. 8771: To prohibit funds to approve of Foreign Military Sales to Ukraine.,amendment,2024-06-27T11:20:00
3,pos,2023/h411,0.0770942913078226,H.Amdt. 310 (Brecheen) to H.R. 4368: To reduce Natural Resources Conservation Service funding to FY16 levels.,amendment,2023-09-27T00:24:00
3,pos,2023/h42,0.0768692029897109,"H.Amdt. 6 (Greene) to H.R. 21: To make a technical correction to section 2, Compensatory Production Increase Plan.",amendment,2023-01-26T17:42:00
3,pos,2023/h351,0.07679730282424095,H.Amdt. 276 (McClintock) to H.R. 3935: To strike authorization for the Essential Air Service.,amendment,2023-07-19T22:12:00
3,pos,2023/h136,0.07554308581949329,"H.Con.Res. 21 (118th): Directing the President, pursuant to section 5(c) of the War Powers Resolution, to remove the United States Armed Forces from Syria.",passage,2023-03-08T17:56:00
3,pos,2023/h362,0.0754946911160611,H.Amdt. 288 (Perry) to H.R. 3935: To strike sections 206 and 207 relating to N number restrictions.,amendment,2023-07-20T10:23:00
3,neg,2023/h343,-0.12338133359161252,H.Amdt. 267 (Fitzpatrick) to H.R. 3935: To require the FAA to implement as a rule the recommendations issued by the aviation rulemaking committee for commercial passenger aircraft established by Sec. 522.,amendment,2023-07-19T21:43:00
3,neg,2024/h146,-0.12175094704196625,"H.R. 8036 (118th): Indo-Pacific Security Supplemental Appropriations Act, 2024",passage,2024-04-20T13:19:00
3,neg,2023/h153,-0.11039033699454362,"H.Amdt. 118 (Fitzpatrick) to H.R. 5: To amend the bill to require the Comptroller General of the United States (GAO) to submit a report to Congress on the cost of the requirements of H.R. 5 to SEAs, LEAs, and elementary and secondary schools and requires",amendment,2023-03-23T18:22:00
3,neg,2023/h129,-0.08106191168134526,H.Amdt. 92 (Lee) to H.R. 347: To state that nothing in this bill should be construed to suggest that the task of combating inflation and bringing down the cost of living is the sole responibility of the Executive Office of the President.,amendment,2023-03-01T10:55:00
3,neg,2023/h41,-0.08034275087257119,"H.Amdt. 4 (Mace) to H.R. 21: To add a new section that nothing in this Act, shall affect any statutory or regulatory restrictions in effect on the date of enacment of this Act (including any withdrawal of Federal land) that may prohibit oil and gas leasi",amendment,2023-01-26T17:38:00
3,neg,2023/h364,-0.07977370504807992,H.R. 3935 (118th): FAA Reauthorization Act of 2024,passage,2023-07-20T10:38:00
