component_idx,direction,vote_id,loading,question,category,date
0,neg,2023/s310,-0.04823033564836083,"S.J.Res. 43 (118th): A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to “Improving Income Driven Repayment for the William D. Ford Fe",passage,2023-11-15T14:27:00
0,neg,2023/s142,-0.0481984872796991,"S.Amdt. 106 (Cotton) to H.R. 3746: To provide appropriate adjustments to the discretionary spending limits, in the event of funding under a continuing resolution.",amendment,2023-06-01T21:36:00
0,neg,2023/s144,-0.0481984872796991,S.Amdt. 98 (Lee) to H.R. 3746: To strike the waiver authority for Administrative PAYGO.,amendment,2023-06-01T22:01:00
0,neg,2024/s109,-0.048132668046696477,"H.R. 2882 (118th): Further Consolidated Appropriations Act, 2024",passage,2024-03-23T01:02:00
0,neg,2023/s267,-0.048101816912508276,S.Amdt. 1237 (Rubio) to H.R. 4366: To prohibit the use of funds to implement the final rule regarding energy efficient standards for certain subsidized housing.,amendment,2023-10-25T14:18:00
0,neg,2023/s272,-0.04809650128115657,"S.J.Res. 42 (118th): A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Food and Nutrition Service relating to “Application of Bostock v. Clayton County to Program Discr",passage,2023-10-26T13:51:00
0,neg,2023/s135,-0.04799487653755157,"H.J.Res. 45 (118th): Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to “Waivers and Modifications of Federal Student Loans”.",passage,2023-06-01T12:45:00
0,neg,2024/s168,-0.04781495619343024,"S.J.Res. 57 (118th): A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of the Treasury relating to “Coronavirus State and Local Fiscal Recovery Funds”.",passage,2024-05-15T17:53:00
0,neg,2023/s35,-0.047786513389706534,"H.J.Res. 30 (118th): Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Labor relating to “Prudence and Loyalty in Selecting Plan Investments and Exercising Shareholder Right",passage,2023-03-01T16:08:00
0,neg,2023/s283,-0.04777873413970767,S.Amdt. 1121 (Lee) to H.R. 4366: To require congressional review of certain agency rulemaking.,amendment,2023-11-01T15:35:00
1,pos,2024/s14,0.11744074617135754,"On the Nomination PN15: Christopher Koos, of Illinois, to be a Director of the Amtrak Board of Directors for a term of five years",nomination,2024-01-23T11:31:00
1,pos,2024/s141,0.11533480012640442,Motion to Invoke Cloture: Motion to Proceed to H.R. 7888,cloture,2024-04-18T13:02:00
1,pos,2024/s150,0.11342558603766001,H.R. 7888 (118th): Reforming Intelligence and Securing America Act,passage,2024-04-19T23:45:00
1,pos,2023/s3,0.11156419017637403,"On the Nomination PN62: Roger Israel Zakheim, of Maryland, to be a Member of the Board of Directors of the United States Institute of Peace for a term of four years",nomination,2023-01-30T17:30:00
1,pos,2024/s154,0.11050784365791091,"H.R. 815 (118th): Making emergency supplemental appropriations for the fiscal year ending September 30, 2024, and for other purposes.",passage,2024-04-23T21:10:00
1,pos,2024/s152,0.1074790509590167,Motion to Invoke Cloture: Motion to Concur in the House Amdt to the Senate Amdt to H.R. 815,cloture,2024-04-23T14:17:00
1,pos,2024/s13,0.10570060127338696,"Motion to Invoke Cloture: Christopher Koos to be a Director of the Amtrak Board of Directors: Christopher Koos, of Illinois, to be a Director of the Amtrak Board of Directors for a term of five years",cloture,2024-01-22T17:32:00
1,pos,2024/s15,0.10116367395515903,"Motion to Invoke Cloture: Anthony Rosario Coscia to be a Director of the Amtrak Board of Directors: Anthony Rosario Coscia, of New Jersey, to be a Director of the Amtrak Board of Directors for a term of five years",cloture,2024-01-23T12:34:00
1,pos,2023/s240,0.09881663014392979,Motion to Invoke Cloture: Motion to Proceed to H.R. 3935,cloture,2023-09-26T17:34:00
1,pos,2023/s214,0.09792994920990859,"On the Nomination PN645: Philip Nathan Jefferson, of North Carolina, to be Vice Chairman of the Board of Governors of the Federal Reserve System for a term of four years",nomination,2023-09-06T11:35:00
1,pos,2024/s184,0.09734975759719663,"On the Nomination PN1569: Christopher T. Hanson, of Michigan, to be a Member of the Nuclear Regulatory Commission for the term of five years expiring June 30, 2029",nomination,2024-06-04T11:29:00
1,pos,2024/s67,0.09717079811391004,"H.R. 7463 (118th): Extension of Continuing Appropriations and Other Matters Act, 2024",passage,2024-02-29T19:47:00
1,pos,2024/s16,0.09586653772502544,"On the Nomination PN14: Anthony Rosario Coscia, of New Jersey, to be a Director of the Amtrak Board of Directors for a term of five years",nomination,2024-01-23T14:15:00
1,pos,2024/s104,0.09564853886069051,"On the Nomination PN1428: Leon Schydlower, of Texas, to be United States District Judge for the Western District of Texas",nomination,2024-03-22T18:16:00
1,pos,2023/s247,0.09537592315548801,"H.R. 5860 (118th): Continuing Appropriations Act, 2024 and Other Extensions Act",passage,2023-09-30T20:10:00
1,pos,2023/s213,0.09485800840772822,"Motion to Invoke Cloture: Philip Nathan Jefferson to be Vice Chairman of the Board of Governors of the Federal Reserve System: Philip Nathan Jefferson, of North Carolina, to be Vice Chairman of the Board of Governors of the Federal Reserve System for a term of four years",cloture,2023-09-05T17:31:00
1,pos,2023/s234,0.09454076538504258,"Motion to Invoke Cloture: Gen. Charles Q. Brown Jr. for reappointment as Chairman of the Joint Chiefs of Staff and appointment in the U.S. Air Force: to be General: Gen. Charles Q. Brown, Jr., in the Air Force, to be General",cloture,2023-09-20T15:31:00
1,pos,2024/s220,0.09381074900137856,"On the Nomination PN1401: Adam B. Landy, of South Carolina, to be a Judge of the United States Tax Court for a term of fifteen years",nomination,2024-07-29T17:30:00
1,pos,2024/s249,0.09314165202400665,"On the Nomination PN1399: Rose E. Jenkins, of the District of Columbia, to be a Judge of the United States Tax Court for a term of fifteen years",nomination,2024-09-23T17:29:00
1,pos,2024/s114,0.09245369667589416,"H.R. 2882 (118th): Further Consolidated Appropriations Act, 2024",passage,2024-03-23T01:51:00
1,neg,2023/s67,-0.11192815814195199,S.Amdt. 22 (Lee) to S. 316: To provide for the termination of authorizations for use of military force after two years.,amendment,2023-03-23T11:31:00
1,neg,2024/s146,-0.10381526466239102,"S.Amdt. 1820 (Wyden) to H.R. 7888: To strike section 25, relating to definition of electronic communication service provider.",amendment,2024-04-19T22:27:00
1,neg,2024/s148,-0.10102169354766394,S.Amdt. 1841 (Durbin) to H.R. 7888: To prohibit warrantless access to the communications and other information of United States persons.,amendment,2024-04-19T23:03:00
1,neg,2024/s147,-0.09670615209780575,"S.Amdt. 1828 (Paul) to H.R. 7888: To prohibit the use of authorities under the Foreign Intelligence Surveillance Act of 1978 to surveil United States persons, to prohibit queries under such Act using search terms associated with United States persons, an",amendment,2024-04-19T22:48:00
